M_r   logMbary(logMsun) Re(kpc)
all units have assumed Ho=70 km/s
-17.770 9.065 1.862
-18.218 9.185 1.944
-18.684 9.525 1.983
-17.789 9.025 1.292
-19.107 9.923 3.772
-17.993 9.387 1.027
-18.156 9.295 1.611
-18.093 9.175 1.385
-20.393 10.245 3.632
-18.757 9.431 3.611
-17.529 9.025 2.389
-17.735 9.160 1.924
-18.105 9.185 2.870
-19.256 9.635 3.843
-17.857 9.095 2.446
-18.099 9.145 2.619
-19.798 10.175 4.782
-18.482 9.712 2.588
-19.673 10.140 2.369
-19.715 9.770 3.727
-17.970 9.145 4.238
-17.896 9.175 2.058
-19.037 9.535 1.732
-18.019 9.255 1.266
-19.447 9.975 3.932
-18.944 9.735 3.953
-19.537 10.035 5.904
-18.480 9.555 2.856
-19.206 9.745 3.337
-19.893 10.135 2.300
-22.199 11.045 4.375
-17.672 9.135 1.664
-18.803 9.615 3.189
-18.878 9.605 2.745
-17.902 9.175 2.722
-18.671 9.585 4.702
-19.012 9.455 3.487
-19.234 9.755 1.649
-18.230 9.335 2.134
-18.709 9.495 1.677
-18.061 9.225 1.149
-18.843 9.695 2.337
-18.439 9.365 2.891
-17.825 9.175 1.306
-18.463 9.635 2.488
-18.546 9.495 2.943
-18.330 9.325 2.325
-18.245 9.355 1.733
-17.824 9.215 3.095
-19.602 9.895 2.765
-17.860 9.095 2.863
-17.621 9.075 1.999
-20.691 10.355 2.821
-19.460 10.015 10.456
-17.870 9.145 1.229
-18.590 9.595 4.739
-17.584 9.025 2.047
-18.164 9.165 1.630
-18.013 9.415 1.693
-18.509 9.475 2.387
-18.645 9.575 2.838
-17.844 9.165 1.612
-20.228 10.295 1.482
-19.252 9.745 4.446
-17.684 9.295 1.921
-18.006 9.455 1.517
-20.414 10.265 2.032
-18.422 9.325 0.852
-17.831 9.135 2.147
-19.701 9.955 2.816
-19.053 9.735 6.856
-17.753 9.145 1.735
-17.700 9.245 1.706
-18.955 9.735 3.415
-20.664 10.445 3.063
-18.101 9.595 3.829
-18.962 9.665 1.364
-17.730 9.175 2.275
-20.204 10.145 4.105
-18.051 9.455 2.321
-18.779 9.585 4.131
-20.278 10.275 2.283
-18.536 9.475 3.185
-18.247 9.335 1.554
-18.737 9.585 3.405
-20.939 10.385 4.731
-18.441 9.515 1.681
-18.716 9.685 2.861
-18.555 9.585 2.112
-19.779 9.995 4.402
-18.348 9.315 1.315
-21.507 8.995 16.442
-17.879 9.135 1.570
-19.317 9.965 1.182
-19.263 9.745 3.352
-18.916 9.625 1.382
-19.473 9.860 4.636
-19.594 10.025 1.757
-19.393 9.845 2.083
-19.305 9.875 2.850
-18.746 9.505 4.079
-19.046 9.545 2.980
-19.344 9.855 2.632
-18.372 9.285 1.692
-19.348 9.895 1.458
-18.509 9.515 1.574
-18.970 9.815 1.317
-20.951 10.565 2.720
-20.393 10.205 3.872
-18.165 9.365 1.421
-17.957 9.265 1.926
-18.014 9.275 1.348
-19.403 9.935 2.202
-18.071 9.165 1.795
-18.435 9.385 2.367
-19.404 9.795 2.152
-19.567 9.975 1.405
-18.520 9.375 1.310
-18.699 9.665 3.650
-20.967 10.552 4.986
-18.561 9.405 2.163
-18.829 9.555 1.700
-18.274 9.445 2.059
-19.603 9.925 3.888
-19.218 9.805 2.013
-19.036 9.715 2.906
-18.442 9.455 3.539
-19.140 9.605 2.499
-18.201 9.375 3.176
-18.398 9.605 1.783
-21.735 10.945 6.469
-19.044 9.765 1.105
-18.672 9.605 3.321
-19.580 9.775 3.343
-18.715 9.565 2.411
-19.128 9.725 1.769
-19.538 9.675 2.997
-17.967 9.355 2.523
-18.562 9.515 2.415
-20.314 10.255 4.350
-18.011 9.305 1.432
-20.904 10.475 5.254
-19.438 9.695 3.394
-19.861 9.965 5.159
-18.818 9.745 5.124
-20.259 10.225 5.995
-19.928 9.995 4.364
-19.106 9.615 3.366
-19.247 9.735 4.638
-20.060 10.225 2.029
-20.039 10.205 2.301
-19.819 10.075 2.141
-21.822 10.805 6.844
-19.620 9.915 5.048
-19.491 9.975 3.848
-18.928 9.515 1.712
-20.490 10.305 4.372
-20.449 10.415 2.978
-20.259 10.285 3.401
-18.760 9.695 7.290
-18.004 9.245 0.929
-18.096 9.305 3.192
-19.720 10.215 5.333
-18.231 9.555 1.289
-17.735 9.085 0.935
-18.734 9.525 2.373
-19.850 10.165 4.016
-17.979 9.135 1.700
-18.799 9.895 3.588
-19.948 10.225 2.897
-19.540 9.975 3.169
-18.491 9.415 1.364
-18.374 9.375 3.021
-18.088 9.475 1.461
-22.091 10.945 7.683
-19.257 9.765 2.587
-17.584 8.925 1.329
-18.665 9.665 2.536
-18.866 9.855 2.609
-18.849 9.525 3.764
-19.624 9.885 3.421
-18.316 9.435 2.153
-20.243 10.155 2.418
-19.910 10.205 4.100
-17.553 9.125 1.734
-23.097 11.474 16.619
-17.575 8.945 3.122
-19.544 9.795 2.464
-18.049 9.205 1.951
-20.060 9.985 2.089
-19.357 9.915 5.741
-19.751 10.065 2.886
-19.901 10.095 4.223
-19.766 10.025 1.971
-19.457 9.765 2.584
-21.815 10.725 4.728
-18.780 9.495 2.795
-19.826 9.985 2.641
-19.704 10.025 4.699
-19.465 9.895 3.624
-18.462 9.285 2.306
-18.048 9.335 1.272
-20.681 10.315 9.765
-18.521 9.485 3.096
-19.293 9.875 3.101
-17.985 9.275 1.236
-21.324 10.799 3.829
-18.672 9.645 3.355
-19.000 9.755 1.871
-19.515 9.835 1.859
-17.970 9.455 2.986
-20.148 10.025 4.153
-19.589 9.955 1.578
-19.396 9.725 2.599
-19.272 10.165 2.658
-18.135 9.485 2.695
-20.326 10.375 3.073
-19.658 9.935 2.690
-19.745 9.805 8.491
-21.238 10.675 2.848
-18.823 9.625 2.787
-18.620 9.475 2.581
-17.909 9.455 2.212
-17.477 9.135 0.667
-18.149 9.365 3.963
-19.015 9.625 3.151
-18.438 9.575 1.488
-19.828 10.105 5.471
-20.049 10.115 4.142
-18.913 9.715 2.279
-21.058 10.765 2.345
-17.745 9.375 3.515
-18.723 9.615 1.407
-18.104 9.195 1.416
-19.246 9.875 2.548
-18.578 9.655 2.985
-18.262 9.355 2.160
-20.185 10.255 4.688
-18.009 9.285 1.788
-17.924 9.155 1.717
-19.169 9.965 2.188
-20.040 9.895 2.370
-19.604 10.035 3.902
-19.940 10.215 7.263
-18.469 9.535 2.696
-17.676 9.035 1.506
-19.539 9.895 2.971
-17.898 9.065 1.369
-18.366 9.305 2.224
-18.733 9.565 3.765
-19.447 9.695 2.633
-18.061 9.155 1.288
-18.728 9.603 2.992
-19.062 9.805 2.704
-18.580 9.625 5.427
-18.849 9.655 4.979
-17.697 9.325 2.798
-19.133 9.825 2.546
-18.604 9.635 3.910
-18.627 9.505 4.090
-17.688 9.225 3.020
-20.115 10.265 3.927
-19.153 9.755 2.060
-20.590 10.195 6.253
-18.481 9.515 1.973
-18.259 9.525 3.191
-20.244 10.155 1.872
-19.659 10.005 4.483
-20.299 10.205 3.599
-19.809 9.925 7.145
-18.916 9.655 5.299
-18.480 9.425 1.902
-18.187 9.345 3.205
-18.032 9.475 2.803
-20.018 9.909 3.060
-19.244 9.835 2.759
-18.456 9.495 2.034
-18.965 9.555 1.299
-18.821 9.535 2.734
-18.617 9.615 6.052
-18.453 9.625 4.112
-19.074 9.835 4.116
-18.898 9.695 2.563
-18.373 9.355 3.593
-18.872 9.605 2.099
-19.879 10.068 2.660
-18.245 9.485 3.007
-21.600 10.385 31.761
-18.070 9.195 2.048
-19.746 9.875 2.191
-19.253 9.855 1.141
-18.316 9.555 2.447
-19.281 9.765 3.285
-18.110 9.285 1.538
-19.559 9.795 2.357
-19.514 9.855 4.524
-20.651 10.218 3.742
-17.730 9.265 4.031
-20.429 10.205 1.659
-19.470 9.775 3.002
-17.986 9.415 3.122
-18.556 9.385 3.272
-19.317 9.825 3.031
-19.309 9.885 0.902
-19.038 9.715 1.398
-17.967 9.335 1.939
-18.429 9.385 5.687
-20.556 10.305 6.968
-20.006 10.125 4.426
-18.460 9.555 1.839
-19.052 9.715 4.255
-17.763 9.175 2.737
-19.345 9.895 2.676
-17.721 9.245 1.212
-19.200 9.655 2.635
-19.640 9.845 2.414
-20.524 10.475 2.184
-19.249 9.965 4.004
-21.680 10.675 10.654
-18.845 9.635 2.291
-17.684 9.375 3.423
-18.068 9.245 1.820
-17.726 9.275 2.710
-18.256 9.235 1.222
-18.501 9.395 2.024
-18.436 9.345 3.083
-17.952 9.105 2.159
-18.561 9.385 3.040
-21.814 10.885 6.521
-21.201 10.505 11.887
-20.316 10.245 2.065
-19.362 10.175 4.811
-20.434 10.485 3.399
-18.354 9.415 3.369
-19.585 9.875 2.483
-19.065 9.795 1.405
-18.554 9.285 3.442
-19.215 9.785 1.770
-19.499 9.852 3.608
-19.447 9.765 3.697
-21.492 10.696 7.418
-18.915 10.160 5.963
-19.272 9.739 4.151
-19.161 9.692 3.519
-18.000 9.460 3.178
-19.845 10.150 3.247
-18.140 9.081 1.742
-18.777 9.593 2.979
-18.641 9.297 1.941
-19.297 9.745 2.075
-17.621 9.604 3.421
-20.773 10.176 4.167
-17.786 9.055 2.519
-18.263 9.116 3.057
-19.590 10.183 6.075
-18.076 9.275 2.018
-18.571 9.695 2.432
-17.523 8.975 1.300
-18.796 9.395 2.391
-18.414 9.505 2.297
-18.982 9.820 5.665
-19.564 9.895 4.204
-22.094 11.065 3.701
-19.302 9.435 2.738
-19.255 9.495 2.420
-19.494 9.764 2.613
-20.231 10.275 2.124
-19.829 9.866 5.414
-18.163 9.185 2.611
-18.978 9.585 2.232
-17.561 9.540 2.297
-19.185 9.735 4.305
-19.843 9.985 1.141
-21.034 10.415 4.142
-19.218 9.765 3.446
-19.092 9.705 4.119
-20.519 9.782 8.955
-17.843 9.092 3.148
-17.979 9.398 3.907
-17.684 9.175 0.710
-19.805 9.885 2.962
-19.279 9.845 4.281
-18.406 9.466 2.091
-18.409 9.205 3.098
-19.424 9.745 1.050
-18.902 9.575 2.156
-18.551 9.505 1.874
-18.052 9.428 1.252
-19.958 9.898 5.013
-19.340 9.698 3.769
-18.481 9.383 2.971
-18.091 9.335 1.087
-19.003 9.840 4.672
-18.197 9.135 1.067
-18.236 9.105 1.551
-21.228 10.732 3.410
-18.509 9.445 3.423
-19.627 9.835 2.327
-19.797 10.095 3.615
-19.411 9.795 1.443
-19.746 10.125 2.522
-19.655 9.817 4.818
-20.323 10.287 2.488
-17.784 8.965 1.792
-19.062 9.701 4.560
-18.884 9.457 3.011
-18.672 9.421 2.427
-17.709 9.115 2.158
-19.108 9.604 2.152
-18.415 9.545 2.797
-18.820 9.525 2.130
-19.238 9.855 1.005
-18.461 9.375 2.766
-19.517 9.935 2.940
-18.235 9.568 2.360
-18.601 9.305 3.224
-19.460 10.152 4.543
-21.391 10.715 10.248
-17.813 9.073 1.314
-19.218 9.765 2.833
-18.461 9.455 2.891
-19.732 9.936 2.983
-18.065 9.357 3.615
-18.782 9.585 2.829
-20.481 10.321 2.430
-20.284 10.304 2.979
-19.948 10.225 1.570
-19.667 10.055 2.329
-20.939 10.545 3.272
-17.697 9.198 1.097
-19.012 9.725 1.782
-19.276 9.565 3.447
-18.448 9.144 1.856
-20.423 10.228 2.776
-17.742 8.965 2.611
-18.888 9.665 2.184
-19.242 9.635 2.966
-18.734 9.565 2.337
-19.147 9.492 13.658
-19.732 9.824 5.398
-21.162 10.585 4.870
-18.768 9.665 3.277
-17.893 9.245 1.611
-18.168 9.185 1.807
-18.040 9.147 3.799
-18.026 9.490 2.237
-18.080 9.325 2.068
-19.276 9.889 5.665
-19.418 9.675 3.689
-18.857 9.575 2.708
-18.688 9.681 5.482
-20.581 10.530 2.143
-18.258 9.431 3.524
-17.735 9.189 2.973
-18.462 9.429 2.268
-18.139 9.435 4.836
-20.152 10.235 1.822
-19.731 9.965 2.033
-17.814 9.085 1.943
-18.079 9.432 1.671
-17.987 9.025 1.423
-18.445 9.597 4.128
-20.418 10.355 5.006
-17.939 9.025 2.222
-19.049 9.635 3.050
-19.385 9.795 3.407
-18.683 9.500 0.797
-17.650 8.855 1.177
-18.084 9.245 1.627
-18.193 9.095 1.827
-18.976 9.685 4.087
-19.209 9.815 2.428
-18.493 9.285 2.976
-20.800 10.105 4.645
-19.101 9.787 2.372
-18.256 9.445 3.013
-19.285 9.975 3.348
-19.249 9.752 4.229
-19.934 9.895 3.204
-19.248 9.965 4.177
-18.515 9.585 2.373
-19.288 9.705 2.852
-17.788 9.095 2.903
-18.523 9.635 4.245
-20.407 10.260 2.226
-19.126 9.784 4.717
-19.551 9.945 1.797
-18.807 9.655 2.694
-17.771 9.065 2.444
-20.103 9.845 10.434
-17.946 9.335 1.763
-20.015 9.875 4.419
-19.135 9.785 2.683
-17.495 9.045 1.558
-19.410 9.861 4.458
-20.648 10.129 4.257
-18.890 9.427 2.484
-20.090 10.188 3.018
-19.126 9.878 4.930
-19.004 9.820 0.958
-20.501 10.295 2.043
-18.969 9.671 2.124
-19.722 10.005 2.104
-18.133 9.340 2.754
-19.343 9.652 3.056
-18.175 9.445 3.187
-19.076 9.656 2.594
-19.436 9.736 3.693
-17.861 8.985 1.012
-18.561 9.770 3.950
-17.582 9.205 3.028
-19.262 9.721 1.831
-18.566 9.555 3.305
-19.258 9.709 3.898
-18.256 9.285 4.068
-17.750 9.253 1.057
-20.692 10.461 2.867
-19.279 9.765 1.371
-17.514 9.328 1.655
-18.199 9.285 2.074
-18.551 9.375 2.061
-20.789 9.876 15.726
-18.874 9.398 1.523
-17.882 9.055 1.343
-18.893 9.415 4.147
-18.375 9.225 3.263
-17.825 9.365 1.828
-22.219 11.125 7.111
-17.500 8.865 1.684
-18.506 9.625 3.155
-18.364 9.555 2.806
-18.604 9.455 2.634
-18.258 9.203 2.817
-19.963 10.090 2.220
-19.189 9.654 4.006
-18.179 9.285 2.123
-18.339 9.285 2.171
-19.861 10.005 1.518
-20.514 10.275 5.079
-18.919 9.785 3.445
-19.050 9.668 4.819
-18.369 9.515 1.732
-19.706 9.915 2.383
-18.698 9.658 2.081
-18.277 9.408 2.407
-19.732 10.115 1.805
-17.949 8.985 1.663
-20.475 10.418 4.092
-17.971 9.115 1.601
-19.193 9.685 1.422
-19.758 10.090 1.824
-19.683 10.109 3.613
-18.163 9.284 1.801
-18.633 9.585 3.595
-19.450 9.565 4.442
-18.742 9.442 3.649
-19.858 10.135 1.381
-17.941 9.015 2.047
-19.716 9.935 5.974
-17.809 9.294 2.192
-18.147 9.075 2.599
-20.162 10.025 5.782
-20.029 10.208 2.054
-19.833 10.005 1.500
-18.708 9.615 1.947
-18.811 9.486 2.146
-17.837 9.065 1.625
-18.597 9.417 4.350
-18.747 9.505 1.707
-17.862 9.433 2.424
-18.154 9.334 1.127
-17.788 9.085 2.101
-20.087 9.868 3.489
-19.501 9.855 2.576
-18.996 9.705 1.691
-18.711 9.894 1.792
-18.844 9.575 2.192
-19.112 9.725 2.477
-19.998 10.275 3.539
-18.445 9.455 2.265
-17.736 9.085 2.104
-18.180 9.375 2.575
-18.754 9.650 5.109
-22.244 10.955 4.712
-17.836 9.199 2.327
-18.426 9.547 3.108
-19.991 9.805 5.054
-18.528 9.545 2.265
-19.521 9.955 2.839
-18.587 9.515 1.900
-17.802 9.095 2.041
-18.682 9.355 2.040
-20.186 10.225 3.116
-17.738 9.292 1.033
-21.205 10.679 2.947
-17.618 8.995 0.818
-18.129 9.115 2.098
-20.314 10.305 2.688
-19.583 9.885 2.654
-18.822 9.295 3.029
-17.687 9.319 1.634
-18.398 9.245 2.985
-18.948 9.508 3.481
-17.406 9.363 1.288
-19.617 9.826 5.388
-20.670 10.263 3.020
-18.115 9.165 2.765
-19.180 9.675 1.308
-18.220 9.215 3.810
-18.379 9.415 3.111
-19.057 9.575 2.979
-20.041 10.095 5.003
-19.886 10.075 3.256
-18.349 9.505 1.730
-22.489 10.845 44.257
-18.809 9.708 4.394
-20.512 10.125 4.773
-17.632 9.045 1.582
-18.720 9.615 2.256
-19.609 9.925 2.328
-18.633 9.545 2.502
-19.383 10.029 3.346
-18.363 9.195 1.289
-18.871 9.595 2.822
-18.180 9.195 2.609
-18.516 9.475 3.223
-19.382 9.835 1.710
-20.270 10.362 4.307
-20.261 10.348 4.818
-18.311 9.305 1.546
-18.371 9.683 3.930
-18.451 9.485 2.563
-19.092 9.644 2.347
-17.617 9.055 2.533
-18.956 9.735 1.845
-18.349 9.435 1.110
-17.814 9.195 1.546
-20.307 10.398 1.564
-21.084 10.395 6.647
-19.442 9.865 2.895
-18.718 9.495 2.011
-18.144 9.289 2.487
-18.681 9.603 4.919
-18.850 9.415 2.694
-17.765 9.175 1.378
-17.864 9.391 2.137
-19.725 9.785 2.274
-17.631 9.095 2.579
-18.025 9.115 1.949
-20.369 10.067 2.663
-19.143 9.705 2.481
-18.546 9.275 3.264
-18.791 9.695 2.115
-19.163 9.612 2.399
-17.778 9.115 1.573
-20.711 10.520 2.633
-20.503 10.519 4.969
-19.312 9.650 3.581
-20.256 10.265 1.757
-18.610 9.495 1.143
-20.374 10.220 3.833
-20.930 10.535 7.950
-18.060 9.235 1.018
-18.335 9.195 1.298
-18.009 8.985 2.334
-18.026 9.305 1.785
-19.583 10.005 1.941
-18.929 9.715 2.535
-18.685 9.485 2.276
-18.061 9.095 2.932
-18.787 9.565 1.509
-19.208 9.755 2.917
-21.026 10.425 5.629
-18.971 9.495 4.235
-18.925 9.686 2.743
-18.586 9.505 1.843
-18.297 9.375 4.277
-18.415 9.425 1.589
-18.479 9.559 2.208
-18.457 9.475 1.981
-18.460 9.505 1.430
-20.481 10.195 2.853
-18.604 9.609 3.041
-21.101 10.405 7.172
-20.075 10.125 3.667
-19.611 9.775 3.816
-18.062 9.105 1.208
-18.666 9.285 2.229
-17.991 9.185 2.460
-21.081 9.625 29.584
-19.534 9.585 6.983
-19.951 10.195 2.060
-19.174 9.845 2.135
-17.701 9.465 1.907
-20.198 10.242 6.000
-18.902 9.595 3.373
-19.813 10.025 2.257
-19.267 9.715 4.243
-19.032 9.785 1.404
-17.953 9.155 2.250
-18.694 9.435 4.046
-19.696 9.955 3.721
-18.565 9.515 3.756
-19.900 10.035 4.430
-18.412 9.455 1.990
-20.856 10.395 8.097
-20.111 10.135 3.018
-18.695 9.475 1.539
-18.674 9.615 2.400
-19.962 10.115 3.335
-17.889 9.115 1.622
-18.308 9.555 3.949
-18.924 9.605 3.242
-18.883 9.685 3.021
-19.781 9.845 2.057
-19.343 9.735 3.423
-21.528 10.875 4.548
-17.866 9.195 3.483
-18.098 9.615 2.951
-20.411 10.195 2.441
-17.577 9.015 2.746
-19.595 9.905 7.810
-19.793 10.125 3.664
-18.343 9.355 2.073
-19.215 9.755 2.884
-18.906 9.695 2.099
-18.272 9.375 3.107
-20.384 10.239 6.259
-19.496 9.895 2.602
-18.800 9.675 1.525
-18.646 9.855 3.304
-19.595 9.875 2.633
-18.923 9.625 4.224
-18.327 9.195 2.919
-18.223 9.325 3.771
-18.087 9.255 2.250
-18.885 9.795 6.161
-19.012 9.645 3.444
-19.789 9.885 3.935
-17.901 9.165 2.779
-18.442 9.415 3.219
-17.865 9.595 2.087
-19.952 10.165 1.573
-18.220 9.435 1.725
-18.144 9.445 2.157
-17.987 9.255 2.465
-19.338 9.965 2.189
-17.891 9.125 2.584
-18.213 9.235 2.119
-20.416 10.125 4.946
-18.970 9.655 4.799
-18.593 9.445 3.041
-19.224 9.775 2.455
-18.654 9.565 4.793
-18.403 9.495 3.127
-17.986 9.355 4.809
-18.589 9.445 4.719
-18.100 9.225 2.527
-18.458 9.315 2.204
-17.651 9.065 1.818
-20.683 10.317 6.670
-18.366 9.385 2.676
-19.196 9.535 5.372
-17.629 9.145 2.178
-18.112 9.245 2.671
-18.788 9.575 3.593
-18.076 9.145 4.201
-18.354 9.265 3.888
-19.161 9.655 2.013
-19.476 9.925 1.938
-18.689 9.615 1.989
-20.838 10.415 3.923
-20.818 10.335 4.087
-17.945 9.215 2.511
-17.803 9.365 2.757
-18.587 9.555 3.967
-17.859 9.105 2.157
-18.750 9.515 4.941
-19.134 9.775 3.305
-19.218 9.885 2.977
-19.387 9.725 1.278
-17.799 8.995 1.893
-21.585 10.755 8.336
-19.898 9.835 15.003
-17.979 9.195 1.911
-18.166 9.305 2.246
-17.817 9.035 3.219
-18.859 9.635 3.917
-18.399 9.435 3.388
-18.467 9.305 2.866
-18.117 9.235 3.372
-19.981 10.065 2.451
-19.698 9.925 2.277
-19.439 10.079 6.143
-18.630 9.685 2.733
-18.284 9.495 4.419
-19.483 10.035 3.456
-19.059 9.585 6.440
-19.686 9.945 3.075
-19.311 9.795 2.989
-18.234 9.245 2.575
-17.844 9.185 2.635
-18.943 9.675 2.223
-18.809 9.655 2.453
-19.849 10.005 3.817
-18.556 9.455 3.378
-18.376 9.465 3.747
-19.892 10.135 2.349
-19.276 9.725 3.572
-18.703 9.415 2.260
-18.633 9.365 1.429
-18.188 9.435 3.084
-18.147 9.335 1.762
-18.663 9.605 2.666
-19.047 9.405 2.700
-19.108 9.669 3.767
-18.464 9.535 0.983
-17.997 9.275 1.315
-17.872 9.065 2.405
-18.353 9.415 1.567
-18.398 9.405 1.118
-17.945 9.505 2.604
-17.823 9.315 3.034
-19.609 9.895 6.050
-18.357 9.435 2.968
-19.174 9.735 4.667
-18.387 9.425 1.357
-18.479 9.355 2.015
-17.685 9.115 1.437
-18.881 9.505 1.693
-17.728 9.105 1.851
-19.062 9.695 5.569
-17.843 9.135 3.063
-19.385 9.845 3.229
-18.474 9.415 2.075
-18.275 9.485 4.206
-17.916 9.315 1.612
-19.814 10.075 3.175
-18.345 9.465 3.180
-20.009 10.045 4.418
-17.773 9.155 2.627
-18.030 9.195 2.634
-18.602 9.595 0.991
-18.551 9.385 4.236
-17.935 9.235 2.242
-17.818 9.395 3.278
-18.311 9.385 0.968
-20.121 10.295 4.622
-21.190 10.626 2.468
-20.345 10.325 2.424
-18.816 9.595 2.594
-18.738 9.595 3.169
-18.209 9.445 4.410
-19.919 10.025 1.973
-19.028 9.735 2.765
-18.979 9.675 1.999
-17.618 9.095 1.749
-18.995 9.635 5.823
-19.439 9.945 1.912
-19.560 9.855 5.988
-20.097 10.045 2.155
-18.313 9.595 1.402
-17.742 8.965 1.712
-18.096 9.315 1.822
-17.942 9.385 2.982
-17.937 9.235 2.342
-20.222 10.165 5.728
-19.005 9.755 3.512
-17.968 9.195 1.975
-17.752 9.125 1.388
-20.740 10.345 2.028
-19.297 9.885 6.591
-18.951 9.645 1.724
-17.818 9.115 2.833
-19.133 9.555 2.215
-19.553 9.875 2.744
-19.108 9.725 2.121
-17.815 8.945 2.844
-19.209 10.035 64.107
-17.812 9.205 2.197
-17.857 9.225 2.077
-22.474 11.295 9.924
-17.972 9.195 1.605
-18.487 9.405 2.493
-20.065 10.215 1.375
-18.706 9.535 1.217
-18.781 9.405 1.615
-18.522 9.575 3.353
-18.696 9.295 2.262
-17.679 9.145 3.307
-18.665 9.555 4.875
-19.337 9.755 3.494
-22.156 11.035 11.649
-18.148 9.165 1.520
-17.809 9.055 0.992
-17.872 9.275 1.980
-18.368 9.325 1.146
-19.148 9.685 3.039
-18.985 9.465 2.935
-19.621 9.835 3.064
-19.344 9.795 2.559
-18.210 9.235 1.872
-19.798 10.095 4.719
-21.285 10.772 6.683
-18.225 9.305 3.371
-19.875 10.125 1.089
-17.991 9.365 2.288
-18.372 9.295 2.187
-18.160 9.435 3.436
-19.552 9.885 6.292
-20.003 10.155 2.275
-17.882 9.345 3.148
-17.866 8.975 2.210
-18.974 9.765 3.513
-19.669 9.879 1.639
-18.340 9.345 1.856
-19.668 9.945 4.617
-17.963 9.355 3.011
-18.598 9.585 4.347
-17.704 9.115 3.111
-20.179 10.255 1.386
-17.954 9.295 2.324
-18.713 9.595 1.240
-18.253 9.255 1.550
-19.953 10.105 3.636
-20.877 10.266 6.044
-18.533 9.465 2.384
-18.698 9.565 2.213
-19.702 9.945 3.564
-19.547 9.755 3.297
-19.091 9.805 5.939
-18.359 9.295 3.369
-19.438 9.895 2.263
-18.327 9.285 1.163
-18.337 9.345 2.915
-21.268 10.699 7.129
-18.662 9.535 5.070
-18.777 9.615 3.890
-17.584 8.975 1.242
-17.678 9.175 2.314
-18.765 9.365 2.820
-18.700 9.405 1.997
-18.799 9.565 1.717
-18.660 9.565 2.157
-17.959 9.315 2.076
-18.977 9.715 2.155
-20.029 9.973 3.137
-17.636 9.125 1.408
-17.742 9.265 2.171
-18.515 9.375 1.504
-17.716 9.195 3.000
-18.622 9.445 2.518
-17.874 8.975 1.310
-20.032 10.055 2.519
-18.011 9.115 2.014
-18.877 9.415 4.277
-21.052 10.615 4.060
-20.195 10.225 2.028
-18.342 9.395 4.042
-18.254 9.185 1.894
-20.502 10.415 3.991
-17.783 9.055 1.479
-18.404 9.505 2.598
-19.148 9.775 3.200
-18.344 9.415 3.012
-18.310 9.295 3.231
-17.979 9.165 1.490
-19.916 9.905 1.798
-18.459 9.445 2.192
-18.038 9.225 1.344
-19.031 9.595 1.327
-18.414 9.345 1.033
-18.590 9.515 3.961
-17.917 9.035 1.779
-20.184 10.205 2.444
-17.731 9.065 1.170
-18.496 9.515 2.843
-17.840 9.065 2.406
-19.703 9.912 2.020
-17.962 9.205 3.643
-18.101 9.175 1.764
-18.971 9.535 2.809
-17.800 9.085 3.306
-19.601 9.765 5.445
-19.119 9.685 3.936
-18.598 9.505 3.121
-18.271 9.305 1.640
-18.292 9.425 2.411
-18.176 9.255 2.227
-21.721 10.795 4.473
-20.363 10.105 3.916
-17.739 9.165 1.991
-18.077 9.205 2.020
-17.930 9.265 2.165
-18.577 9.415 1.953
-18.207 9.415 1.890
-18.242 9.365 3.692
-19.695 10.025 1.677
-18.173 9.405 2.475
-19.483 9.945 1.338
-18.326 9.295 4.338
-21.018 10.485 6.596
-17.669 9.265 3.140
-18.037 9.355 1.593
-19.391 9.925 3.268
-18.370 9.465 3.386
-18.813 9.395 1.905
-19.528 9.995 4.427
-18.270 9.135 1.503
-19.916 9.905 3.595
-18.559 9.525 2.635
-20.290 10.285 1.779
-20.495 10.165 2.068
-19.297 9.615 4.930
-20.378 10.335 2.081
-17.931 9.175 1.603
-18.865 9.605 1.925
-18.588 9.515 5.114
-18.224 9.215 2.037
-17.976 9.175 1.148
-17.801 9.075 1.313
-19.899 10.105 2.720
-19.600 9.875 1.901
-21.290 10.515 7.134
-18.871 9.795 3.011
-17.733 9.135 2.187
-18.230 9.375 3.223
-19.002 9.655 3.672
-20.431 10.225 2.193
-18.041 9.315 2.126
-19.242 9.775 3.232
-18.493 9.445 1.595
-17.728 9.185 3.074
-19.805 9.995 3.836
-22.027 10.959 8.417
-18.055 9.295 3.780
-19.145 9.605 1.886
-19.196 9.835 4.165
-18.978 9.915 3.587
-19.148 9.665 2.364
-19.126 9.915 2.768
-18.813 9.735 4.207
-20.001 10.025 3.357
-19.706 9.935 3.105
-20.359 10.365 5.054
-20.648 10.204 5.020
-18.335 9.415 2.811
-18.809 9.495 2.577
-19.494 9.915 3.687
-19.519 9.825 2.501
-18.131 9.155 1.797
-18.830 9.775 2.265
-18.040 9.135 2.668
-17.614 9.155 1.755
-18.924 9.555 2.441
-20.096 10.085 1.641
-19.902 10.105 4.071
-18.414 9.475 2.144
-17.729 9.075 2.209
-19.455 9.575 4.785
-18.454 9.335 1.495
-18.159 9.195 3.118
-18.294 9.485 2.911
-18.077 9.405 2.233
-19.413 9.995 1.250
-20.299 10.305 2.880
-19.850 9.865 1.888
-21.372 10.625 5.923
-17.809 9.065 2.232
-17.967 9.225 1.855
-19.955 9.935 2.743
-17.995 9.165 1.672
-18.794 9.525 3.579
-18.554 9.305 2.929
